t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   5.600E+00  -6.700E+00  -5.500E+00  -3.666E-01  -1.200E+00   1.466E-01
   5.600E+00  -6.600E+00  -5.400E+00  -3.508E-01  -1.370E+00   1.692E-01
   5.600E+00  -6.500E+00  -5.300E+00  -3.326E-01  -1.563E+00   1.952E-01
   5.600E+00  -6.400E+00  -5.200E+00  -3.116E-01  -1.778E+00   2.246E-01
   5.600E+00  -6.300E+00  -5.100E+00  -2.876E-01  -2.012E+00   2.575E-01
   5.600E+00  -6.200E+00  -5.000E+00  -2.600E-01  -2.264E+00   2.937E-01
   5.600E+00  -6.100E+00  -4.900E+00  -2.287E-01  -2.533E+00   3.334E-01
   5.600E+00  -6.000E+00  -4.800E+00  -1.932E-01  -2.814E+00   3.764E-01
   5.600E+00  -5.900E+00  -4.700E+00  -1.533E-01  -3.100E+00   4.229E-01
   5.600E+00  -5.800E+00  -4.600E+00  -1.085E-01  -3.388E+00   4.727E-01
   5.600E+00  -5.700E+00  -4.500E+00  -5.864E-02  -3.672E+00   5.260E-01
   5.600E+00  -5.600E+00  -4.400E+00  -3.362E-03  -3.935E+00   5.789E-01
   5.600E+00  -5.500E+00  -4.300E+00   5.700E-02  -4.164E+00   6.277E-01
   5.600E+00  -5.400E+00  -4.200E+00   1.221E-01  -4.356E+00   6.725E-01
   5.600E+00  -5.300E+00  -4.100E+00   1.914E-01  -4.509E+00   7.132E-01
   5.600E+00  -5.200E+00  -4.000E+00   2.646E-01  -4.620E+00   7.499E-01
   5.600E+00  -5.100E+00  -3.900E+00   3.412E-01  -4.684E+00   7.810E-01
   5.600E+00  -5.000E+00  -3.800E+00   4.205E-01  -4.700E+00   8.051E-01
   5.600E+00  -4.900E+00  -3.700E+00   5.020E-01  -4.674E+00   8.223E-01
   5.600E+00  -4.800E+00  -3.600E+00   5.848E-01  -4.612E+00   8.324E-01
   5.600E+00  -4.700E+00  -3.500E+00   6.682E-01  -4.518E+00   8.354E-01
   5.600E+00  -4.600E+00  -3.400E+00   7.516E-01  -4.402E+00   8.327E-01
   5.600E+00  -4.500E+00  -3.300E+00   8.346E-01  -4.270E+00   8.253E-01
   5.600E+00  -4.400E+00  -3.200E+00   9.166E-01  -4.127E+00   8.132E-01
   5.600E+00  -4.300E+00  -3.100E+00   9.971E-01  -3.977E+00   7.965E-01
   5.600E+00  -4.200E+00  -3.000E+00   1.076E+00  -3.822E+00   7.751E-01
   5.600E+00  -4.100E+00  -2.900E+00   1.152E+00  -3.676E+00   7.521E-01
   5.700E+00  -8.400E+00  -7.500E+00  -4.638E-01  -5.021E-02   7.489E-03
   5.700E+00  -8.300E+00  -7.400E+00  -4.631E-01  -4.953E-02   7.102E-03
   5.700E+00  -8.200E+00  -7.300E+00  -4.624E-01  -4.968E-02   7.052E-03
   5.700E+00  -8.100E+00  -7.200E+00  -4.617E-01  -5.087E-02   7.339E-03
   5.700E+00  -8.000E+00  -7.100E+00  -4.609E-01  -5.335E-02   7.964E-03
   5.700E+00  -7.900E+00  -7.000E+00  -4.601E-01  -5.733E-02   8.927E-03
   5.700E+00  -7.800E+00  -6.900E+00  -4.591E-01  -6.294E-02   1.020E-02
   5.700E+00  -7.700E+00  -6.800E+00  -4.580E-01  -7.024E-02   1.175E-02
   5.700E+00  -7.600E+00  -6.700E+00  -4.567E-01  -7.938E-02   1.358E-02
   5.700E+00  -7.500E+00  -6.600E+00  -4.553E-01  -9.048E-02   1.570E-02
   5.700E+00  -7.400E+00  -6.500E+00  -4.536E-01  -1.037E-01   1.809E-02
   5.700E+00  -7.300E+00  -6.400E+00  -4.516E-01  -1.194E-01   2.087E-02
   5.700E+00  -7.200E+00  -6.300E+00  -4.494E-01  -1.385E-01   2.412E-02
   5.700E+00  -7.100E+00  -6.200E+00  -4.468E-01  -1.613E-01   2.786E-02
   5.700E+00  -7.000E+00  -6.100E+00  -4.438E-01  -1.883E-01   3.207E-02
   5.700E+00  -6.900E+00  -6.000E+00  -4.404E-01  -2.199E-01   3.676E-02
   5.700E+00  -6.800E+00  -5.900E+00  -4.364E-01  -2.580E-01   4.236E-02
   5.700E+00  -6.700E+00  -5.800E+00  -4.319E-01  -3.043E-01   4.933E-02
   5.700E+00  -6.600E+00  -5.700E+00  -4.265E-01  -3.591E-01   5.766E-02
   5.700E+00  -6.500E+00  -5.600E+00  -4.203E-01  -4.229E-01   6.734E-02
   5.700E+00  -6.400E+00  -5.500E+00  -4.130E-01  -4.961E-01   7.838E-02
   5.700E+00  -6.300E+00  -5.400E+00  -4.045E-01  -5.815E-01   9.153E-02
   5.700E+00  -6.200E+00  -5.300E+00  -3.946E-01  -6.827E-01   1.075E-01
   5.700E+00  -6.100E+00  -5.200E+00  -3.829E-01  -8.011E-01   1.263E-01
   5.700E+00  -6.000E+00  -5.100E+00  -3.692E-01  -9.382E-01   1.480E-01
   5.700E+00  -5.900E+00  -5.000E+00  -3.532E-01  -1.096E+00   1.725E-01
   5.700E+00  -5.800E+00  -4.900E+00  -3.346E-01  -1.278E+00   2.011E-01
   5.700E+00  -5.700E+00  -4.800E+00  -3.129E-01  -1.491E+00   2.351E-01
   5.700E+00  -5.600E+00  -4.700E+00  -2.874E-01  -1.733E+00   2.744E-01
   5.700E+00  -5.500E+00  -4.600E+00  -2.578E-01  -2.007E+00   3.191E-01
   5.700E+00  -5.400E+00  -4.500E+00  -2.234E-01  -2.312E+00   3.691E-01
   5.700E+00  -5.300E+00  -4.400E+00  -1.838E-01  -2.644E+00   4.234E-01
   5.700E+00  -5.200E+00  -4.300E+00  -1.386E-01  -2.995E+00   4.810E-01
   5.700E+00  -5.100E+00  -4.200E+00  -8.754E-02  -3.359E+00   5.417E-01
   5.700E+00  -5.000E+00  -4.100E+00  -3.019E-02  -3.728E+00   6.057E-01
   5.700E+00  -4.900E+00  -4.000E+00   3.371E-02  -4.095E+00   6.729E-01
   5.700E+00  -4.800E+00  -3.900E+00   1.043E-01  -4.437E+00   7.373E-01
   5.700E+00  -4.700E+00  -3.800E+00   1.809E-01  -4.728E+00   7.929E-01
   5.700E+00  -4.600E+00  -3.700E+00   2.626E-01  -4.964E+00   8.397E-01
   5.700E+00  -4.500E+00  -3.600E+00   3.485E-01  -5.137E+00   8.778E-01
   5.700E+00  -4.400E+00  -3.500E+00   4.378E-01  -5.241E+00   9.070E-01
   5.700E+00  -4.300E+00  -3.400E+00   5.296E-01  -5.269E+00   9.260E-01
   5.700E+00  -4.200E+00  -3.300E+00   6.227E-01  -5.223E+00   9.335E-01
   5.700E+00  -4.100E+00  -3.200E+00   7.159E-01  -5.114E+00   9.293E-01
   5.800E+00  -9.700E+00  -9.100E+00   9.999E+00   9.999E+00   9.999E+00
   5.800E+00  -8.200E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   5.800E+00  -8.100E+00  -7.500E+00  -4.659E-01  -1.550E-02   4.343E-03
   5.800E+00  -8.000E+00  -7.400E+00  -4.655E-01  -1.811E-02   4.440E-03
   5.800E+00  -7.900E+00  -7.300E+00  -4.650E-01  -2.174E-02   4.738E-03
   5.800E+00  -7.800E+00  -7.200E+00  -4.645E-01  -2.633E-02   5.237E-03
   5.800E+00  -7.700E+00  -7.100E+00  -4.640E-01  -3.182E-02   5.936E-03
   5.800E+00  -7.600E+00  -7.000E+00  -4.633E-01  -3.814E-02   6.837E-03
   5.800E+00  -7.500E+00  -6.900E+00  -4.626E-01  -4.522E-02   7.933E-03
   5.800E+00  -7.400E+00  -6.800E+00  -4.617E-01  -5.292E-02   9.217E-03
   5.800E+00  -7.300E+00  -6.700E+00  -4.607E-01  -6.114E-02   1.069E-02
   5.800E+00  -7.200E+00  -6.600E+00  -4.596E-01  -6.975E-02   1.235E-02
   5.800E+00  -7.100E+00  -6.500E+00  -4.583E-01  -7.864E-02   1.420E-02
   5.800E+00  -7.000E+00  -6.400E+00  -4.567E-01  -8.780E-02   1.626E-02
   5.800E+00  -6.900E+00  -6.300E+00  -4.550E-01  -9.732E-02   1.856E-02
   5.800E+00  -6.800E+00  -6.200E+00  -4.530E-01  -1.073E-01   2.108E-02
   5.800E+00  -6.700E+00  -6.100E+00  -4.508E-01  -1.178E-01   2.383E-02
   5.800E+00  -6.600E+00  -6.000E+00  -4.482E-01  -1.289E-01   2.682E-02
   5.800E+00  -6.500E+00  -5.900E+00  -4.454E-01  -1.417E-01   3.033E-02
   5.800E+00  -6.400E+00  -5.800E+00  -4.421E-01  -1.579E-01   3.466E-02
   5.800E+00  -6.300E+00  -5.700E+00  -4.384E-01  -1.784E-01   3.980E-02
   5.800E+00  -6.200E+00  -5.600E+00  -4.342E-01  -2.041E-01   4.577E-02
   5.800E+00  -6.100E+00  -5.500E+00  -4.292E-01  -2.360E-01   5.255E-02
   5.800E+00  -6.000E+00  -5.400E+00  -4.236E-01  -2.768E-01   6.077E-02
   5.800E+00  -5.900E+00  -5.300E+00  -4.170E-01  -3.284E-01   7.105E-02
   5.800E+00  -5.800E+00  -5.200E+00  -4.093E-01  -3.908E-01   8.338E-02
   5.800E+00  -5.700E+00  -5.100E+00  -4.003E-01  -4.640E-01   9.778E-02
   5.800E+00  -5.600E+00  -5.000E+00  -3.897E-01  -5.481E-01   1.142E-01
   5.800E+00  -5.500E+00  -4.900E+00  -3.773E-01  -6.452E-01   1.334E-01
   5.800E+00  -5.400E+00  -4.800E+00  -3.629E-01  -7.588E-01   1.560E-01
   5.800E+00  -5.300E+00  -4.700E+00  -3.460E-01  -8.904E-01   1.821E-01
   5.800E+00  -5.200E+00  -4.600E+00  -3.264E-01  -1.042E+00   2.115E-01
   5.800E+00  -5.100E+00  -4.500E+00  -3.036E-01  -1.214E+00   2.443E-01
   5.800E+00  -5.000E+00  -4.400E+00  -2.773E-01  -1.413E+00   2.821E-01
   5.800E+00  -4.900E+00  -4.300E+00  -2.470E-01  -1.646E+00   3.261E-01
   5.800E+00  -4.800E+00  -4.200E+00  -2.119E-01  -1.911E+00   3.766E-01
   5.800E+00  -4.700E+00  -4.100E+00  -1.715E-01  -2.212E+00   4.334E-01
   5.800E+00  -4.600E+00  -4.000E+00  -1.250E-01  -2.548E+00   4.965E-01
   5.800E+00  -4.500E+00  -3.900E+00  -7.206E-02  -2.909E+00   5.627E-01
   5.800E+00  -4.400E+00  -3.800E+00  -1.248E-02  -3.280E+00   6.288E-01
   5.800E+00  -4.300E+00  -3.700E+00   5.370E-02  -3.653E+00   6.948E-01
   5.800E+00  -4.200E+00  -3.600E+00   1.265E-01  -4.020E+00   7.606E-01
   5.800E+00  -4.100E+00  -3.500E+00   2.058E-01  -4.373E+00   8.262E-01
   5.900E+00  -7.800E+00  -7.500E+00  -4.651E-01   1.210E-02   2.798E-03
   5.900E+00  -7.700E+00  -7.400E+00  -4.649E-01   1.261E-02   2.688E-03
   5.900E+00  -7.600E+00  -7.300E+00  -4.646E-01   1.231E-02   2.767E-03
   5.900E+00  -7.500E+00  -7.200E+00  -4.643E-01   1.116E-02   3.035E-03
   5.900E+00  -7.400E+00  -7.100E+00  -4.640E-01   9.138E-03   3.491E-03
   5.900E+00  -7.300E+00  -7.000E+00  -4.636E-01   6.195E-03   4.135E-03
   5.900E+00  -7.200E+00  -6.900E+00  -4.632E-01   2.258E-03   4.981E-03
   5.900E+00  -7.100E+00  -6.800E+00  -4.626E-01  -2.748E-03   6.042E-03
   5.900E+00  -7.000E+00  -6.700E+00  -4.619E-01  -8.859E-03   7.317E-03
   5.900E+00  -6.900E+00  -6.600E+00  -4.611E-01  -1.611E-02   8.806E-03
   5.900E+00  -6.800E+00  -6.500E+00  -4.602E-01  -2.454E-02   1.051E-02
   5.900E+00  -6.700E+00  -6.400E+00  -4.590E-01  -3.404E-02   1.238E-02
   5.900E+00  -6.600E+00  -6.300E+00  -4.577E-01  -4.453E-02   1.438E-02
   5.900E+00  -6.500E+00  -6.200E+00  -4.561E-01  -5.604E-02   1.650E-02
   5.900E+00  -6.400E+00  -6.100E+00  -4.544E-01  -6.862E-02   1.874E-02
   5.900E+00  -6.300E+00  -6.000E+00  -4.524E-01  -8.230E-02   2.111E-02
   5.900E+00  -6.200E+00  -5.900E+00  -4.501E-01  -9.809E-02   2.393E-02
   5.900E+00  -6.100E+00  -5.800E+00  -4.476E-01  -1.170E-01   2.752E-02
   5.900E+00  -6.000E+00  -5.700E+00  -4.446E-01  -1.389E-01   3.189E-02
   5.900E+00  -5.900E+00  -5.600E+00  -4.412E-01  -1.638E-01   3.704E-02
   5.900E+00  -5.800E+00  -5.500E+00  -4.372E-01  -1.918E-01   4.296E-02
   5.900E+00  -5.700E+00  -5.400E+00  -4.325E-01  -2.236E-01   4.995E-02
   5.900E+00  -5.600E+00  -5.300E+00  -4.271E-01  -2.603E-01   5.831E-02
   5.900E+00  -5.500E+00  -5.200E+00  -4.208E-01  -3.021E-01   6.803E-02
   5.900E+00  -5.400E+00  -5.100E+00  -4.135E-01  -3.490E-01   7.912E-02
   5.900E+00  -5.300E+00  -5.000E+00  -4.050E-01  -4.013E-01   9.158E-02
   5.900E+00  -5.200E+00  -4.900E+00  -3.951E-01  -4.612E-01   1.060E-01
   5.900E+00  -5.100E+00  -4.800E+00  -3.837E-01  -5.310E-01   1.232E-01
   5.900E+00  -5.000E+00  -4.700E+00  -3.704E-01  -6.115E-01   1.430E-01
   5.900E+00  -4.900E+00  -4.600E+00  -3.550E-01  -7.033E-01   1.654E-01
   5.900E+00  -4.800E+00  -4.500E+00  -3.372E-01  -8.069E-01   1.906E-01
   5.900E+00  -4.700E+00  -4.400E+00  -3.168E-01  -9.266E-01   2.194E-01
   5.900E+00  -4.600E+00  -4.300E+00  -2.932E-01  -1.067E+00   2.531E-01
   5.900E+00  -4.500E+00  -4.200E+00  -2.660E-01  -1.231E+00   2.915E-01
   5.900E+00  -4.400E+00  -4.100E+00  -2.347E-01  -1.419E+00   3.348E-01
   5.900E+00  -4.300E+00  -4.000E+00  -1.989E-01  -1.634E+00   3.828E-01
   5.900E+00  -4.200E+00  -3.900E+00  -1.580E-01  -1.876E+00   4.354E-01
   5.900E+00  -4.100E+00  -3.800E+00  -1.117E-01  -2.142E+00   4.921E-01
   6.000E+00  -7.500E+00  -7.500E+00  -4.615E-01   1.026E-02   5.882E-03
   6.000E+00  -7.400E+00  -7.400E+00  -4.609E-01   1.736E-02   5.590E-03
   6.000E+00  -7.300E+00  -7.300E+00  -4.604E-01   2.385E-02   5.443E-03
   6.000E+00  -7.200E+00  -7.200E+00  -4.598E-01   2.968E-02   5.441E-03
   6.000E+00  -7.100E+00  -7.100E+00  -4.593E-01   3.478E-02   5.584E-03
   6.000E+00  -7.000E+00  -7.000E+00  -4.587E-01   3.910E-02   5.872E-03
   6.000E+00  -6.900E+00  -6.900E+00  -4.581E-01   4.267E-02   6.288E-03
   6.000E+00  -6.800E+00  -6.800E+00  -4.575E-01   4.566E-02   6.813E-03
   6.000E+00  -6.700E+00  -6.700E+00  -4.567E-01   4.821E-02   7.446E-03
   6.000E+00  -6.600E+00  -6.600E+00  -4.560E-01   5.049E-02   8.189E-03
   6.000E+00  -6.500E+00  -6.500E+00  -4.551E-01   5.264E-02   9.041E-03
   6.000E+00  -6.400E+00  -6.400E+00  -4.541E-01   5.450E-02   1.007E-02
   6.000E+00  -6.300E+00  -6.300E+00  -4.531E-01   5.542E-02   1.133E-02
   6.000E+00  -6.200E+00  -6.200E+00  -4.519E-01   5.483E-02   1.282E-02
   6.000E+00  -6.100E+00  -6.100E+00  -4.505E-01   5.213E-02   1.455E-02
   6.000E+00  -6.000E+00  -6.000E+00  -4.490E-01   4.674E-02   1.652E-02
   6.000E+00  -5.900E+00  -5.900E+00  -4.472E-01   3.776E-02   1.889E-02
   6.000E+00  -5.800E+00  -5.800E+00  -4.452E-01   2.498E-02   2.182E-02
   6.000E+00  -5.700E+00  -5.700E+00  -4.428E-01   8.838E-03   2.531E-02
   6.000E+00  -5.600E+00  -5.600E+00  -4.401E-01  -1.021E-02   2.938E-02
   6.000E+00  -5.500E+00  -5.500E+00  -4.369E-01  -3.172E-02   3.400E-02
   6.000E+00  -5.400E+00  -5.400E+00  -4.332E-01  -5.650E-02   3.956E-02
   6.000E+00  -5.300E+00  -5.300E+00  -4.290E-01  -8.598E-02   4.643E-02
   6.000E+00  -5.200E+00  -5.200E+00  -4.239E-01  -1.206E-01   5.460E-02
   6.000E+00  -5.100E+00  -5.100E+00  -4.180E-01  -1.608E-01   6.407E-02
   6.000E+00  -5.000E+00  -5.000E+00  -4.111E-01  -2.071E-01   7.485E-02
   6.000E+00  -4.900E+00  -4.900E+00  -4.030E-01  -2.616E-01   8.751E-02
   6.000E+00  -4.800E+00  -4.800E+00  -3.935E-01  -3.261E-01   1.026E-01
   6.000E+00  -4.700E+00  -4.700E+00  -3.824E-01  -4.006E-01   1.202E-01
   6.000E+00  -4.600E+00  -4.600E+00  -3.694E-01  -4.853E-01   1.402E-01
   6.000E+00  -4.500E+00  -4.500E+00  -3.542E-01  -5.800E-01   1.626E-01
   6.000E+00  -4.400E+00  -4.400E+00  -3.367E-01  -6.871E-01   1.882E-01
   6.000E+00  -4.300E+00  -4.300E+00  -3.165E-01  -8.086E-01   2.178E-01
   6.000E+00  -4.200E+00  -4.200E+00  -2.931E-01  -9.442E-01   2.512E-01
   6.000E+00  -4.100E+00  -4.100E+00  -2.661E-01  -1.094E+00   2.885E-01
   6.100E+00  -7.200E+00  -7.500E+00  -4.621E-01  -7.749E-02   1.037E-02
   6.100E+00  -7.100E+00  -7.400E+00  -4.610E-01  -8.203E-02   1.097E-02
   6.100E+00  -7.000E+00  -7.300E+00  -4.599E-01  -8.394E-02   1.161E-02
   6.100E+00  -6.900E+00  -7.200E+00  -4.587E-01  -8.341E-02   1.230E-02
   6.100E+00  -6.800E+00  -7.100E+00  -4.574E-01  -8.066E-02   1.303E-02
   6.100E+00  -6.700E+00  -7.000E+00  -4.561E-01  -7.589E-02   1.381E-02
   6.100E+00  -6.600E+00  -6.900E+00  -4.547E-01  -6.928E-02   1.461E-02
   6.100E+00  -6.500E+00  -6.800E+00  -4.532E-01  -6.109E-02   1.543E-02
   6.100E+00  -6.400E+00  -6.700E+00  -4.516E-01  -5.164E-02   1.626E-02
   6.100E+00  -6.300E+00  -6.600E+00  -4.499E-01  -4.127E-02   1.711E-02
   6.100E+00  -6.200E+00  -6.500E+00  -4.481E-01  -3.030E-02   1.797E-02
   6.100E+00  -6.100E+00  -6.400E+00  -4.463E-01  -1.914E-02   1.890E-02
   6.100E+00  -6.000E+00  -6.300E+00  -4.444E-01  -7.925E-03   1.995E-02
   6.100E+00  -5.900E+00  -6.200E+00  -4.423E-01   3.447E-03   2.112E-02
   6.100E+00  -5.800E+00  -6.100E+00  -4.401E-01   1.508E-02   2.241E-02
   6.100E+00  -5.700E+00  -6.000E+00  -4.378E-01   2.708E-02   2.382E-02
   6.100E+00  -5.600E+00  -5.900E+00  -4.354E-01   3.913E-02   2.546E-02
   6.100E+00  -5.500E+00  -5.800E+00  -4.327E-01   5.052E-02   2.744E-02
   6.100E+00  -5.400E+00  -5.700E+00  -4.299E-01   6.078E-02   2.975E-02
   6.100E+00  -5.300E+00  -5.600E+00  -4.268E-01   6.944E-02   3.240E-02
   6.100E+00  -5.200E+00  -5.500E+00  -4.234E-01   7.601E-02   3.538E-02
   6.100E+00  -5.100E+00  -5.400E+00  -4.197E-01   7.888E-02   3.909E-02
   6.100E+00  -5.000E+00  -5.300E+00  -4.155E-01   7.635E-02   4.390E-02
   6.100E+00  -4.900E+00  -5.200E+00  -4.108E-01   6.789E-02   4.980E-02
   6.100E+00  -4.800E+00  -5.100E+00  -4.055E-01   5.296E-02   5.681E-02
   6.100E+00  -4.700E+00  -5.000E+00  -3.994E-01   3.101E-02   6.493E-02
   6.100E+00  -4.600E+00  -4.900E+00  -3.925E-01  -1.029E-04   7.470E-02
   6.100E+00  -4.500E+00  -4.800E+00  -3.844E-01  -4.230E-02   8.669E-02
   6.100E+00  -4.400E+00  -4.700E+00  -3.751E-01  -9.574E-02   1.009E-01
   6.100E+00  -4.300E+00  -4.600E+00  -3.642E-01  -1.606E-01   1.173E-01
   6.100E+00  -4.200E+00  -4.500E+00  -3.515E-01  -2.371E-01   1.360E-01
   6.100E+00  -4.100E+00  -4.400E+00  -3.369E-01  -3.281E-01   1.578E-01
   6.200E+00  -6.900E+00  -7.500E+00  -4.675E-01  -4.845E-02   4.755E-03
   6.200E+00  -6.800E+00  -7.400E+00  -4.670E-01  -5.261E-02   5.070E-03
   6.200E+00  -6.700E+00  -7.300E+00  -4.664E-01  -6.031E-02   5.664E-03
   6.200E+00  -6.600E+00  -7.200E+00  -4.658E-01  -7.112E-02   6.538E-03
   6.200E+00  -6.500E+00  -7.100E+00  -4.651E-01  -8.461E-02   7.690E-03
   6.200E+00  -6.400E+00  -7.000E+00  -4.643E-01  -1.004E-01   9.122E-03
   6.200E+00  -6.300E+00  -6.900E+00  -4.633E-01  -1.182E-01   1.089E-02
   6.200E+00  -6.200E+00  -6.800E+00  -4.621E-01  -1.378E-01   1.303E-02
   6.200E+00  -6.100E+00  -6.700E+00  -4.607E-01  -1.589E-01   1.557E-02
   6.200E+00  -6.000E+00  -6.600E+00  -4.590E-01  -1.813E-01   1.848E-02
   6.200E+00  -5.900E+00  -6.500E+00  -4.569E-01  -2.045E-01   2.179E-02
   6.200E+00  -5.800E+00  -6.400E+00  -4.546E-01  -2.277E-01   2.529E-02
   6.200E+00  -5.700E+00  -6.300E+00  -4.519E-01  -2.497E-01   2.881E-02
   6.200E+00  -5.600E+00  -6.200E+00  -4.488E-01  -2.697E-01   3.234E-02
   6.200E+00  -5.500E+00  -6.100E+00  -4.454E-01  -2.871E-01   3.589E-02
   6.200E+00  -5.400E+00  -6.000E+00  -4.417E-01  -3.013E-01   3.945E-02
   6.200E+00  -5.300E+00  -5.900E+00  -4.375E-01  -3.118E-01   4.308E-02
   6.200E+00  -5.200E+00  -5.800E+00  -4.330E-01  -3.183E-01   4.684E-02
   6.200E+00  -5.100E+00  -5.700E+00  -4.282E-01  -3.206E-01   5.073E-02
   6.200E+00  -5.000E+00  -5.600E+00  -4.229E-01  -3.184E-01   5.474E-02
   6.200E+00  -4.900E+00  -5.500E+00  -4.172E-01  -3.113E-01   5.889E-02
   6.200E+00  -4.800E+00  -5.400E+00  -4.111E-01  -2.999E-01   6.338E-02
   6.200E+00  -4.700E+00  -5.300E+00  -4.045E-01  -2.853E-01   6.843E-02
   6.200E+00  -4.600E+00  -5.200E+00  -3.974E-01  -2.685E-01   7.403E-02
   6.200E+00  -4.500E+00  -5.100E+00  -3.897E-01  -2.500E-01   8.020E-02
   6.200E+00  -4.400E+00  -5.000E+00  -3.813E-01  -2.306E-01   8.693E-02
   6.200E+00  -4.300E+00  -4.900E+00  -3.723E-01  -2.122E-01   9.457E-02
   6.200E+00  -4.200E+00  -4.800E+00  -3.624E-01  -1.971E-01   1.035E-01
   6.200E+00  -4.100E+00  -4.700E+00  -3.515E-01  -1.864E-01   1.137E-01
   6.300E+00  -6.600E+00  -7.500E+00  -4.694E-01  -1.520E-02   1.635E-03
   6.300E+00  -6.500E+00  -7.400E+00  -4.692E-01  -1.797E-02   1.453E-03
   6.300E+00  -6.400E+00  -7.300E+00  -4.691E-01  -2.072E-02   1.477E-03
   6.300E+00  -6.300E+00  -7.200E+00  -4.689E-01  -2.373E-02   1.707E-03
   6.300E+00  -6.200E+00  -7.100E+00  -4.688E-01  -2.725E-02   2.143E-03
   6.300E+00  -6.100E+00  -7.000E+00  -4.685E-01  -3.155E-02   2.785E-03
   6.300E+00  -6.000E+00  -6.900E+00  -4.682E-01  -3.687E-02   3.621E-03
   6.300E+00  -5.900E+00  -6.800E+00  -4.678E-01  -4.340E-02   4.640E-03
   6.300E+00  -5.800E+00  -6.700E+00  -4.673E-01  -5.140E-02   5.842E-03
   6.300E+00  -5.700E+00  -6.600E+00  -4.666E-01  -6.109E-02   7.226E-03
   6.300E+00  -5.600E+00  -6.500E+00  -4.658E-01  -7.270E-02   8.794E-03
   6.300E+00  -5.500E+00  -6.400E+00  -4.648E-01  -8.663E-02   1.058E-02
   6.300E+00  -5.400E+00  -6.300E+00  -4.637E-01  -1.033E-01   1.264E-02
   6.300E+00  -5.300E+00  -6.200E+00  -4.623E-01  -1.231E-01   1.496E-02
   6.300E+00  -5.200E+00  -6.100E+00  -4.607E-01  -1.463E-01   1.754E-02
   6.300E+00  -5.100E+00  -6.000E+00  -4.588E-01  -1.733E-01   2.039E-02
   6.300E+00  -5.000E+00  -5.900E+00  -4.566E-01  -2.058E-01   2.397E-02
   6.300E+00  -4.900E+00  -5.800E+00  -4.540E-01  -2.451E-01   2.875E-02
   6.300E+00  -4.800E+00  -5.700E+00  -4.508E-01  -2.910E-01   3.474E-02
   6.300E+00  -4.700E+00  -5.600E+00  -4.470E-01  -3.435E-01   4.194E-02
   6.300E+00  -4.600E+00  -5.500E+00  -4.424E-01  -4.024E-01   5.034E-02
   6.300E+00  -4.500E+00  -5.400E+00  -4.369E-01  -4.671E-01   5.989E-02
   6.300E+00  -4.400E+00  -5.300E+00  -4.303E-01  -5.353E-01   7.054E-02
   6.300E+00  -4.300E+00  -5.200E+00  -4.227E-01  -6.048E-01   8.229E-02
   6.300E+00  -4.200E+00  -5.100E+00  -4.139E-01  -6.732E-01   9.515E-02
   6.300E+00  -4.100E+00  -5.000E+00  -4.036E-01  -7.383E-01   1.091E-01
   6.400E+00  -6.400E+00  -7.600E+00   9.999E+00   9.999E+00   9.999E+00
   6.400E+00  -6.300E+00  -7.500E+00  -4.705E-01  -1.378E-02   1.659E-03
   6.400E+00  -6.200E+00  -7.400E+00  -4.704E-01  -1.283E-02   1.340E-03
   6.400E+00  -6.100E+00  -7.300E+00  -4.702E-01  -1.249E-02   1.141E-03
   6.400E+00  -6.000E+00  -7.200E+00  -4.701E-01  -1.278E-02   1.063E-03
   6.400E+00  -5.900E+00  -7.100E+00  -4.700E-01  -1.373E-02   1.107E-03
   6.400E+00  -5.800E+00  -7.000E+00  -4.699E-01  -1.537E-02   1.271E-03
   6.400E+00  -5.700E+00  -6.900E+00  -4.698E-01  -1.776E-02   1.580E-03
   6.400E+00  -5.600E+00  -6.800E+00  -4.696E-01  -2.089E-02   2.054E-03
   6.400E+00  -5.500E+00  -6.700E+00  -4.694E-01  -2.461E-02   2.694E-03
   6.400E+00  -5.400E+00  -6.600E+00  -4.690E-01  -2.882E-02   3.501E-03
   6.400E+00  -5.300E+00  -6.500E+00  -4.686E-01  -3.337E-02   4.473E-03
   6.400E+00  -5.200E+00  -6.400E+00  -4.681E-01  -3.800E-02   5.533E-03
   6.400E+00  -5.100E+00  -6.300E+00  -4.675E-01  -4.280E-02   6.602E-03
   6.400E+00  -5.000E+00  -6.200E+00  -4.668E-01  -4.817E-02   7.679E-03
   6.400E+00  -4.900E+00  -6.100E+00  -4.660E-01  -5.453E-02   8.765E-03
   6.400E+00  -4.800E+00  -6.000E+00  -4.651E-01  -6.229E-02   9.860E-03
   6.400E+00  -4.700E+00  -5.900E+00  -4.640E-01  -7.276E-02   1.128E-02
   6.400E+00  -4.600E+00  -5.800E+00  -4.628E-01  -8.696E-02   1.336E-02
   6.400E+00  -4.500E+00  -5.700E+00  -4.613E-01  -1.049E-01   1.608E-02
   6.400E+00  -4.400E+00  -5.600E+00  -4.596E-01  -1.266E-01   1.945E-02
   6.400E+00  -4.300E+00  -5.500E+00  -4.574E-01  -1.521E-01   2.346E-02
   6.400E+00  -4.200E+00  -5.400E+00  -4.548E-01  -1.828E-01   2.855E-02
   6.400E+00  -4.100E+00  -5.300E+00  -4.517E-01  -2.212E-01   3.511E-02
