   t=log(T)  r=log(rho)    log(R)    G=log(ross)    dG/dt       dG/dr
   4.100E+00  -9.200E+00  -3.500E+00   1.052E+00  -4.289E+00   9.207E-01
   4.100E+00  -9.100E+00  -3.400E+00   1.145E+00  -4.203E+00   9.210E-01
   4.100E+00  -9.000E+00  -3.300E+00   1.237E+00  -4.075E+00   9.171E-01
   4.100E+00  -8.900E+00  -3.200E+00   1.328E+00  -3.903E+00   9.089E-01
   4.100E+00  -8.800E+00  -3.100E+00   1.418E+00  -3.683E+00   8.965E-01
   4.100E+00  -8.700E+00  -3.000E+00   1.507E+00  -3.413E+00   8.798E-01
   4.100E+00  -8.600E+00  -2.900E+00   1.594E+00  -3.093E+00   8.593E-01
   4.100E+00  -8.500E+00  -2.800E+00   1.679E+00  -2.725E+00   8.357E-01
   4.100E+00  -8.400E+00  -2.700E+00   1.761E+00  -2.311E+00   8.088E-01
   4.100E+00  -8.300E+00  -2.600E+00   1.840E+00  -1.853E+00   7.788E-01
   4.100E+00  -8.200E+00  -2.500E+00   1.917E+00  -1.353E+00   7.456E-01
   4.100E+00  -8.100E+00  -2.400E+00   1.990E+00  -8.181E-01   7.105E-01
   4.100E+00  -8.000E+00  -2.300E+00   2.059E+00  -2.605E-01   6.749E-01
   4.100E+00  -7.900E+00  -2.200E+00   2.124E+00   3.105E-01   6.387E-01
   4.100E+00  -7.800E+00  -2.100E+00   2.186E+00   8.856E-01   6.020E-01
   4.100E+00  -7.700E+00  -2.000E+00   2.245E+00   1.455E+00   5.648E-01
   4.100E+00  -7.600E+00  -1.900E+00   2.299E+00   2.009E+00   5.280E-01
   4.100E+00  -7.500E+00  -1.800E+00   2.350E+00   2.539E+00   4.926E-01
   4.100E+00  -7.400E+00  -1.700E+00   2.398E+00   3.043E+00   4.586E-01
   4.100E+00  -7.300E+00  -1.600E+00   2.442E+00   3.518E+00   4.260E-01
   4.100E+00  -7.200E+00  -1.500E+00   2.483E+00   3.961E+00   3.948E-01
   4.100E+00  -7.100E+00  -1.400E+00   2.521E+00   4.367E+00   3.659E-01
   4.100E+00  -7.000E+00  -1.300E+00   2.557E+00   4.734E+00   3.402E-01
   4.100E+00  -6.900E+00  -1.200E+00   2.589E+00   5.064E+00   3.177E-01
   4.100E+00  -6.800E+00  -1.100E+00   2.620E+00   5.357E+00   2.984E-01
   4.100E+00  -6.700E+00  -1.000E+00   2.649E+00   5.616E+00   2.823E-01
   4.100E+00  -6.600E+00  -9.000E-01   2.677E+00   5.843E+00   2.686E-01
   4.100E+00  -6.500E+00  -8.000E-01   2.703E+00   6.042E+00   2.565E-01
   4.100E+00  -6.400E+00  -7.000E-01   2.728E+00   6.214E+00   2.459E-01
   4.100E+00  -6.300E+00  -6.000E-01   2.752E+00   6.361E+00   2.370E-01
   4.100E+00  -6.200E+00  -5.000E-01   2.776E+00   6.484E+00   2.297E-01
   4.100E+00  -6.100E+00  -4.000E-01   2.798E+00   6.583E+00   2.237E-01
   4.100E+00  -6.000E+00  -3.000E-01   2.820E+00   6.660E+00   2.191E-01
   4.100E+00  -5.900E+00  -2.000E-01   2.842E+00   6.717E+00   2.157E-01
   4.100E+00  -5.800E+00  -1.000E-01   2.863E+00   6.754E+00   2.136E-01
   4.100E+00  -5.700E+00   0.000E+00   2.885E+00   6.771E+00   2.127E-01
   4.100E+00  -5.600E+00   1.000E-01   2.906E+00   6.772E+00   2.129E-01
   4.100E+00  -5.500E+00   2.000E-01   2.927E+00   6.756E+00   2.139E-01
   4.100E+00  -5.400E+00   3.000E-01   2.949E+00   6.727E+00   2.158E-01
   4.100E+00  -5.300E+00   4.000E-01   2.971E+00   6.684E+00   2.185E-01
   4.100E+00  -5.200E+00   5.000E-01   2.993E+00   6.631E+00   2.221E-01
   4.100E+00  -5.100E+00   6.000E-01   3.015E+00   6.567E+00   2.265E-01
   4.200E+00  -1.000E+01  -4.600E+00   9.878E-02  -1.937E+00   5.797E-01
   4.200E+00  -9.900E+00  -4.500E+00   1.586E-01  -2.099E+00   6.158E-01
   4.200E+00  -9.800E+00  -4.400E+00   2.219E-01  -2.254E+00   6.504E-01
   4.200E+00  -9.700E+00  -4.300E+00   2.886E-01  -2.400E+00   6.827E-01
   4.200E+00  -9.600E+00  -4.200E+00   3.583E-01  -2.538E+00   7.126E-01
   4.200E+00  -9.500E+00  -4.100E+00   4.310E-01  -2.669E+00   7.400E-01
   4.200E+00  -9.400E+00  -4.000E+00   5.063E-01  -2.794E+00   7.651E-01
   4.200E+00  -9.300E+00  -3.900E+00   5.840E-01  -2.916E+00   7.884E-01
   4.200E+00  -9.200E+00  -3.800E+00   6.639E-01  -3.036E+00   8.104E-01
   4.200E+00  -9.100E+00  -3.700E+00   7.460E-01  -3.155E+00   8.313E-01
   4.200E+00  -9.000E+00  -3.600E+00   8.301E-01  -3.273E+00   8.509E-01
   4.200E+00  -8.900E+00  -3.500E+00   9.161E-01  -3.390E+00   8.693E-01
   4.200E+00  -8.800E+00  -3.400E+00   1.004E+00  -3.508E+00   8.866E-01
   4.200E+00  -8.700E+00  -3.300E+00   1.093E+00  -3.624E+00   9.032E-01
   4.200E+00  -8.600E+00  -3.200E+00   1.185E+00  -3.735E+00   9.190E-01
   4.200E+00  -8.500E+00  -3.100E+00   1.277E+00  -3.838E+00   9.339E-01
   4.200E+00  -8.400E+00  -3.000E+00   1.371E+00  -3.931E+00   9.481E-01
   4.200E+00  -8.300E+00  -2.900E+00   1.467E+00  -4.007E+00   9.602E-01
   4.200E+00  -8.200E+00  -2.800E+00   1.563E+00  -4.059E+00   9.688E-01
   4.200E+00  -8.100E+00  -2.700E+00   1.660E+00  -4.086E+00   9.741E-01
   4.200E+00  -8.000E+00  -2.600E+00   1.758E+00  -4.084E+00   9.760E-01
   4.200E+00  -7.900E+00  -2.500E+00   1.855E+00  -4.052E+00   9.744E-01
   4.200E+00  -7.800E+00  -2.400E+00   1.953E+00  -3.987E+00   9.694E-01
   4.200E+00  -7.700E+00  -2.300E+00   2.049E+00  -3.886E+00   9.609E-01
   4.200E+00  -7.600E+00  -2.200E+00   2.145E+00  -3.743E+00   9.487E-01
   4.200E+00  -7.500E+00  -2.100E+00   2.239E+00  -3.555E+00   9.330E-01
   4.200E+00  -7.400E+00  -2.000E+00   2.331E+00  -3.319E+00   9.137E-01
   4.200E+00  -7.300E+00  -1.900E+00   2.422E+00  -3.032E+00   8.914E-01
   4.200E+00  -7.200E+00  -1.800E+00   2.509E+00  -2.701E+00   8.664E-01
   4.200E+00  -7.100E+00  -1.700E+00   2.595E+00  -2.329E+00   8.389E-01
   4.200E+00  -7.000E+00  -1.600E+00   2.677E+00  -1.922E+00   8.088E-01
   4.200E+00  -6.900E+00  -1.500E+00   2.756E+00  -1.484E+00   7.761E-01
   4.200E+00  -6.800E+00  -1.400E+00   2.832E+00  -1.022E+00   7.410E-01
   4.200E+00  -6.700E+00  -1.300E+00   2.905E+00  -5.419E-01   7.038E-01
   4.200E+00  -6.600E+00  -1.200E+00   2.973E+00  -5.185E-02   6.644E-01
   4.200E+00  -6.500E+00  -1.100E+00   3.037E+00   4.416E-01   6.229E-01
   4.200E+00  -6.400E+00  -1.000E+00   3.097E+00   9.314E-01   5.793E-01
   4.200E+00  -6.300E+00  -9.000E-01   3.153E+00   1.403E+00   5.365E-01
   4.200E+00  -6.200E+00  -8.000E-01   3.205E+00   1.845E+00   4.976E-01
   4.200E+00  -6.100E+00  -7.000E-01   3.253E+00   2.256E+00   4.625E-01
   4.200E+00  -6.000E+00  -6.000E-01   3.298E+00   2.638E+00   4.313E-01
   4.200E+00  -5.900E+00  -5.000E-01   3.339E+00   2.987E+00   4.040E-01
   4.200E+00  -5.800E+00  -4.000E-01   3.378E+00   3.308E+00   3.796E-01
   4.200E+00  -5.700E+00  -3.000E-01   3.415E+00   3.603E+00   3.570E-01
   4.200E+00  -5.600E+00  -2.000E-01   3.450E+00   3.874E+00   3.364E-01
   4.200E+00  -5.500E+00  -1.000E-01   3.483E+00   4.123E+00   3.177E-01
   4.200E+00  -5.400E+00   0.000E+00   3.513E+00   4.349E+00   3.009E-01
   4.200E+00  -5.300E+00   1.000E-01   3.543E+00   4.555E+00   2.858E-01
   4.200E+00  -5.200E+00   2.000E-01   3.571E+00   4.740E+00   2.723E-01
   4.200E+00  -5.100E+00   3.000E-01   3.597E+00   4.905E+00   2.604E-01
   4.300E+00  -1.000E+01  -4.900E+00  -5.961E-02  -1.406E+00   4.350E-01
   4.300E+00  -9.900E+00  -4.800E+00  -1.442E-02  -1.510E+00   4.689E-01
   4.300E+00  -9.800E+00  -4.700E+00   3.417E-02  -1.611E+00   5.029E-01
   4.300E+00  -9.700E+00  -4.600E+00   8.617E-02  -1.712E+00   5.371E-01
   4.300E+00  -9.600E+00  -4.500E+00   1.416E-01  -1.813E+00   5.714E-01
   4.300E+00  -9.500E+00  -4.400E+00   2.004E-01  -1.915E+00   6.056E-01
   4.300E+00  -9.400E+00  -4.300E+00   2.627E-01  -2.016E+00   6.397E-01
   4.300E+00  -9.300E+00  -4.200E+00   3.284E-01  -2.118E+00   6.735E-01
   4.300E+00  -9.200E+00  -4.100E+00   3.974E-01  -2.222E+00   7.071E-01
   4.300E+00  -9.100E+00  -4.000E+00   4.698E-01  -2.328E+00   7.405E-01
   4.300E+00  -9.000E+00  -3.900E+00   5.455E-01  -2.432E+00   7.723E-01
   4.300E+00  -8.900E+00  -3.800E+00   6.242E-01  -2.528E+00   8.013E-01
   4.300E+00  -8.800E+00  -3.700E+00   7.056E-01  -2.613E+00   8.275E-01
   4.300E+00  -8.700E+00  -3.600E+00   7.896E-01  -2.684E+00   8.508E-01
   4.300E+00  -8.600E+00  -3.500E+00   8.757E-01  -2.739E+00   8.712E-01
   4.300E+00  -8.500E+00  -3.400E+00   9.637E-01  -2.778E+00   8.893E-01
   4.300E+00  -8.400E+00  -3.300E+00   1.053E+00  -2.803E+00   9.056E-01
   4.300E+00  -8.300E+00  -3.200E+00   1.145E+00  -2.818E+00   9.200E-01
   4.300E+00  -8.200E+00  -3.100E+00   1.237E+00  -2.826E+00   9.326E-01
   4.300E+00  -8.100E+00  -3.000E+00   1.331E+00  -2.830E+00   9.433E-01
   4.300E+00  -8.000E+00  -2.900E+00   1.426E+00  -2.831E+00   9.518E-01
   4.300E+00  -7.900E+00  -2.800E+00   1.521E+00  -2.826E+00   9.577E-01
   4.300E+00  -7.800E+00  -2.700E+00   1.617E+00  -2.813E+00   9.610E-01
   4.300E+00  -7.700E+00  -2.600E+00   1.714E+00  -2.790E+00   9.617E-01
   4.300E+00  -7.600E+00  -2.500E+00   1.810E+00  -2.756E+00   9.598E-01
   4.300E+00  -7.500E+00  -2.400E+00   1.906E+00  -2.717E+00   9.581E-01
   4.300E+00  -7.400E+00  -2.300E+00   2.001E+00  -2.684E+00   9.597E-01
   4.300E+00  -7.300E+00  -2.200E+00   2.098E+00  -2.662E+00   9.644E-01
   4.300E+00  -7.200E+00  -2.100E+00   2.194E+00  -2.653E+00   9.723E-01
   4.300E+00  -7.100E+00  -2.000E+00   2.292E+00  -2.662E+00   9.833E-01
   4.300E+00  -7.000E+00  -1.900E+00   2.391E+00  -2.675E+00   9.931E-01
   4.300E+00  -6.900E+00  -1.800E+00   2.491E+00  -2.676E+00   9.974E-01
   4.300E+00  -6.800E+00  -1.700E+00   2.590E+00  -2.658E+00   9.960E-01
   4.300E+00  -6.700E+00  -1.600E+00   2.690E+00  -2.614E+00   9.891E-01
   4.300E+00  -6.600E+00  -1.500E+00   2.788E+00  -2.538E+00   9.765E-01
   4.300E+00  -6.500E+00  -1.400E+00   2.885E+00  -2.430E+00   9.600E-01
   4.300E+00  -6.400E+00  -1.300E+00   2.980E+00  -2.289E+00   9.412E-01
   4.300E+00  -6.300E+00  -1.200E+00   3.073E+00  -2.114E+00   9.199E-01
   4.300E+00  -6.200E+00  -1.100E+00   3.164E+00  -1.902E+00   8.963E-01
   4.300E+00  -6.100E+00  -1.000E+00   3.252E+00  -1.651E+00   8.703E-01
   4.300E+00  -6.000E+00  -9.000E-01   3.338E+00  -1.357E+00   8.417E-01
   4.300E+00  -5.900E+00  -8.000E-01   3.420E+00  -1.025E+00   8.100E-01
   4.300E+00  -5.800E+00  -7.000E-01   3.500E+00  -6.633E-01   7.752E-01
   4.300E+00  -5.700E+00  -6.000E-01   3.575E+00  -2.777E-01   7.374E-01
   4.300E+00  -5.600E+00  -5.000E-01   3.647E+00   1.244E-01   6.966E-01
   4.300E+00  -5.500E+00  -4.000E-01   3.715E+00   5.287E-01   6.553E-01
   4.300E+00  -5.400E+00  -3.000E-01   3.778E+00   9.227E-01   6.162E-01
   4.300E+00  -5.300E+00  -2.000E-01   3.838E+00   1.302E+00   5.793E-01
   4.300E+00  -5.200E+00  -1.000E-01   3.894E+00   1.663E+00   5.445E-01
   4.300E+00  -5.100E+00   0.000E+00   3.947E+00   2.001E+00   5.119E-01
   4.400E+00  -1.000E+01  -5.200E+00  -1.597E-01  -2.648E-01   2.903E-01
   4.400E+00  -9.900E+00  -5.100E+00  -1.292E-01  -3.811E-01   3.212E-01
   4.400E+00  -9.800E+00  -5.000E+00  -9.539E-02  -5.127E-01   3.548E-01
   4.400E+00  -9.700E+00  -4.900E+00  -5.813E-02  -6.578E-01   3.906E-01
   4.400E+00  -9.600E+00  -4.800E+00  -1.721E-02  -8.138E-01   4.282E-01
   4.400E+00  -9.500E+00  -4.700E+00   2.756E-02  -9.787E-01   4.676E-01
   4.400E+00  -9.400E+00  -4.600E+00   7.637E-02  -1.151E+00   5.088E-01
   4.400E+00  -9.300E+00  -4.500E+00   1.294E-01  -1.328E+00   5.519E-01
   4.400E+00  -9.200E+00  -4.400E+00   1.868E-01  -1.506E+00   5.954E-01
   4.400E+00  -9.100E+00  -4.300E+00   2.484E-01  -1.677E+00   6.381E-01
   4.400E+00  -9.000E+00  -4.200E+00   3.144E-01  -1.839E+00   6.801E-01
   4.400E+00  -8.900E+00  -4.100E+00   3.844E-01  -1.991E+00   7.212E-01
   4.400E+00  -8.800E+00  -4.000E+00   4.586E-01  -2.131E+00   7.616E-01
   4.400E+00  -8.700E+00  -3.900E+00   5.367E-01  -2.252E+00   7.994E-01
   4.400E+00  -8.600E+00  -3.800E+00   6.183E-01  -2.348E+00   8.330E-01
   4.400E+00  -8.500E+00  -3.700E+00   7.031E-01  -2.422E+00   8.623E-01
   4.400E+00  -8.400E+00  -3.600E+00   7.906E-01  -2.473E+00   8.875E-01
   4.400E+00  -8.300E+00  -3.500E+00   8.805E-01  -2.503E+00   9.083E-01
   4.400E+00  -8.200E+00  -3.400E+00   9.722E-01  -2.516E+00   9.263E-01
   4.400E+00  -8.100E+00  -3.300E+00   1.066E+00  -2.517E+00   9.428E-01
   4.400E+00  -8.000E+00  -3.200E+00   1.161E+00  -2.506E+00   9.578E-01
   4.400E+00  -7.900E+00  -3.100E+00   1.257E+00  -2.483E+00   9.712E-01
   4.400E+00  -7.800E+00  -3.000E+00   1.355E+00  -2.448E+00   9.831E-01
   4.400E+00  -7.700E+00  -2.900E+00   1.454E+00  -2.401E+00   9.930E-01
   4.400E+00  -7.600E+00  -2.800E+00   1.553E+00  -2.345E+00   1.000E+00
   4.400E+00  -7.500E+00  -2.700E+00   1.654E+00  -2.285E+00   1.005E+00
   4.400E+00  -7.400E+00  -2.600E+00   1.754E+00  -2.226E+00   1.008E+00
   4.400E+00  -7.300E+00  -2.500E+00   1.855E+00  -2.175E+00   1.008E+00
   4.400E+00  -7.200E+00  -2.400E+00   1.956E+00  -2.139E+00   1.007E+00
   4.400E+00  -7.100E+00  -2.300E+00   2.057E+00  -2.121E+00   1.008E+00
   4.400E+00  -7.000E+00  -2.200E+00   2.158E+00  -2.111E+00   1.010E+00
   4.400E+00  -6.900E+00  -2.100E+00   2.259E+00  -2.103E+00   1.014E+00
   4.400E+00  -6.800E+00  -2.000E+00   2.360E+00  -2.089E+00   1.019E+00
   4.400E+00  -6.700E+00  -1.900E+00   2.463E+00  -2.058E+00   1.023E+00
   4.400E+00  -6.600E+00  -1.800E+00   2.565E+00  -2.008E+00   1.026E+00
   4.400E+00  -6.500E+00  -1.700E+00   2.668E+00  -1.944E+00   1.026E+00
   4.400E+00  -6.400E+00  -1.600E+00   2.770E+00  -1.870E+00   1.024E+00
   4.400E+00  -6.300E+00  -1.500E+00   2.872E+00  -1.790E+00   1.020E+00
   4.400E+00  -6.200E+00  -1.400E+00   2.974E+00  -1.710E+00   1.014E+00
   4.400E+00  -6.100E+00  -1.300E+00   3.075E+00  -1.630E+00   1.007E+00
   4.400E+00  -6.000E+00  -1.200E+00   3.175E+00  -1.547E+00   9.989E-01
   4.400E+00  -5.900E+00  -1.100E+00   3.275E+00  -1.461E+00   9.890E-01
   4.400E+00  -5.800E+00  -1.000E+00   3.373E+00  -1.369E+00   9.778E-01
   4.400E+00  -5.700E+00  -9.000E-01   3.470E+00  -1.267E+00   9.646E-01
   4.400E+00  -5.600E+00  -8.000E-01   3.566E+00  -1.151E+00   9.489E-01
   4.400E+00  -5.500E+00  -7.000E-01   3.660E+00  -1.020E+00   9.307E-01
   4.400E+00  -5.400E+00  -6.000E-01   3.752E+00  -8.707E-01   9.100E-01
   4.400E+00  -5.300E+00  -5.000E-01   3.842E+00  -7.004E-01   8.867E-01
   4.400E+00  -5.200E+00  -4.000E-01   3.929E+00  -5.071E-01   8.608E-01
   4.400E+00  -5.100E+00  -3.000E-01   4.014E+00  -2.909E-01   8.320E-01
   4.500E+00  -1.000E+01  -5.500E+00  -1.390E-01   3.679E-02   2.720E-01
   4.500E+00  -9.900E+00  -5.400E+00  -1.111E-01   1.168E-01   2.879E-01
   4.500E+00  -9.800E+00  -5.300E+00  -8.139E-02   1.927E-01   3.058E-01
   4.500E+00  -9.700E+00  -5.200E+00  -4.984E-02   2.597E-01   3.256E-01
   4.500E+00  -9.600E+00  -5.100E+00  -1.621E-02   3.132E-01   3.472E-01
   4.500E+00  -9.500E+00  -5.000E+00   1.967E-02   3.486E-01   3.707E-01
   4.500E+00  -9.400E+00  -4.900E+00   5.802E-02   3.607E-01   3.967E-01
   4.500E+00  -9.300E+00  -4.800E+00   9.910E-02   3.476E-01   4.254E-01
   4.500E+00  -9.200E+00  -4.700E+00   1.432E-01   3.100E-01   4.571E-01
   4.500E+00  -9.100E+00  -4.600E+00   1.906E-01   2.482E-01   4.917E-01
   4.500E+00  -9.000E+00  -4.500E+00   2.416E-01   1.631E-01   5.291E-01
   4.500E+00  -8.900E+00  -4.400E+00   2.965E-01   5.943E-02   5.680E-01
   4.500E+00  -8.800E+00  -4.300E+00   3.552E-01  -5.676E-02   6.070E-01
   4.500E+00  -8.700E+00  -4.200E+00   4.179E-01  -1.837E-01   6.460E-01
   4.500E+00  -8.600E+00  -4.100E+00   4.844E-01  -3.196E-01   6.850E-01
   4.500E+00  -8.500E+00  -4.000E+00   5.549E-01  -4.626E-01   7.241E-01
   4.500E+00  -8.400E+00  -3.900E+00   6.292E-01  -6.078E-01   7.621E-01
   4.500E+00  -8.300E+00  -3.800E+00   7.072E-01  -7.507E-01   7.980E-01
   4.500E+00  -8.200E+00  -3.700E+00   7.888E-01  -8.902E-01   8.318E-01
   4.500E+00  -8.100E+00  -3.600E+00   8.735E-01  -1.025E+00   8.634E-01
   4.500E+00  -8.000E+00  -3.500E+00   9.614E-01  -1.155E+00   8.929E-01
   4.500E+00  -7.900E+00  -3.400E+00   1.052E+00  -1.278E+00   9.199E-01
   4.500E+00  -7.800E+00  -3.300E+00   1.145E+00  -1.392E+00   9.442E-01
   4.500E+00  -7.700E+00  -3.200E+00   1.241E+00  -1.499E+00   9.657E-01
   4.500E+00  -7.600E+00  -3.100E+00   1.338E+00  -1.600E+00   9.844E-01
   4.500E+00  -7.500E+00  -3.000E+00   1.438E+00  -1.693E+00   1.000E+00
   4.500E+00  -7.400E+00  -2.900E+00   1.538E+00  -1.782E+00   1.014E+00
   4.500E+00  -7.300E+00  -2.800E+00   1.640E+00  -1.863E+00   1.026E+00
   4.500E+00  -7.200E+00  -2.700E+00   1.743E+00  -1.930E+00   1.037E+00
   4.500E+00  -7.100E+00  -2.600E+00   1.848E+00  -1.979E+00   1.045E+00
   4.500E+00  -7.000E+00  -2.500E+00   1.952E+00  -2.005E+00   1.052E+00
   4.500E+00  -6.900E+00  -2.400E+00   2.058E+00  -2.005E+00   1.058E+00
   4.500E+00  -6.800E+00  -2.300E+00   2.164E+00  -1.985E+00   1.063E+00
   4.500E+00  -6.700E+00  -2.200E+00   2.271E+00  -1.953E+00   1.067E+00
   4.500E+00  -6.600E+00  -2.100E+00   2.377E+00  -1.914E+00   1.071E+00
   4.500E+00  -6.500E+00  -2.000E+00   2.485E+00  -1.876E+00   1.073E+00
   4.500E+00  -6.400E+00  -1.900E+00   2.592E+00  -1.841E+00   1.075E+00
   4.500E+00  -6.300E+00  -1.800E+00   2.699E+00  -1.806E+00   1.074E+00
   4.500E+00  -6.200E+00  -1.700E+00   2.807E+00  -1.769E+00   1.072E+00
   4.500E+00  -6.100E+00  -1.600E+00   2.914E+00  -1.726E+00   1.067E+00
   4.500E+00  -6.000E+00  -1.500E+00   3.020E+00  -1.676E+00   1.061E+00
   4.500E+00  -5.900E+00  -1.400E+00   3.126E+00  -1.618E+00   1.054E+00
   4.500E+00  -5.800E+00  -1.300E+00   3.231E+00  -1.558E+00   1.048E+00
   4.500E+00  -5.700E+00  -1.200E+00   3.335E+00  -1.497E+00   1.042E+00
   4.500E+00  -5.600E+00  -1.100E+00   3.439E+00  -1.435E+00   1.038E+00
   4.500E+00  -5.500E+00  -1.000E+00   3.543E+00  -1.373E+00   1.034E+00
   4.500E+00  -5.400E+00  -9.000E-01   3.646E+00  -1.305E+00   1.029E+00
   4.500E+00  -5.300E+00  -8.000E-01   3.749E+00  -1.225E+00   1.020E+00
   4.500E+00  -5.200E+00  -7.000E-01   3.850E+00  -1.131E+00   1.007E+00
   4.500E+00  -5.100E+00  -6.000E-01   3.950E+00  -1.025E+00   9.899E-01
   4.600E+00  -1.000E+01  -5.800E+00  -2.110E-01  -9.500E-01   2.627E-01
   4.600E+00  -9.900E+00  -5.700E+00  -1.833E-01  -1.050E+00   2.920E-01
   4.600E+00  -9.800E+00  -5.600E+00  -1.526E-01  -1.150E+00   3.227E-01
   4.600E+00  -9.700E+00  -5.500E+00  -1.187E-01  -1.247E+00   3.549E-01
   4.600E+00  -9.600E+00  -5.400E+00  -8.156E-02  -1.337E+00   3.878E-01
   4.600E+00  -9.500E+00  -5.300E+00  -4.113E-02  -1.413E+00   4.206E-01
   4.600E+00  -9.400E+00  -5.200E+00   2.560E-03  -1.474E+00   4.533E-01
   4.600E+00  -9.300E+00  -5.100E+00   4.952E-02  -1.515E+00   4.858E-01
   4.600E+00  -9.200E+00  -5.000E+00   9.972E-02  -1.534E+00   5.183E-01
   4.600E+00  -9.100E+00  -4.900E+00   1.531E-01  -1.526E+00   5.499E-01
   4.600E+00  -9.000E+00  -4.800E+00   2.097E-01  -1.490E+00   5.799E-01
   4.600E+00  -8.900E+00  -4.700E+00   2.691E-01  -1.430E+00   6.083E-01
   4.600E+00  -8.800E+00  -4.600E+00   3.313E-01  -1.349E+00   6.351E-01
   4.600E+00  -8.700E+00  -4.500E+00   3.960E-01  -1.250E+00   6.603E-01
   4.600E+00  -8.600E+00  -4.400E+00   4.633E-01  -1.136E+00   6.841E-01
   4.600E+00  -8.500E+00  -4.300E+00   5.328E-01  -1.013E+00   7.067E-01
   4.600E+00  -8.400E+00  -4.200E+00   6.046E-01  -8.888E-01   7.282E-01
   4.600E+00  -8.300E+00  -4.100E+00   6.784E-01  -7.682E-01   7.486E-01
   4.600E+00  -8.200E+00  -4.000E+00   7.543E-01  -6.575E-01   7.678E-01
   4.600E+00  -8.100E+00  -3.900E+00   8.320E-01  -5.644E-01   7.866E-01
   4.600E+00  -8.000E+00  -3.800E+00   9.116E-01  -4.940E-01   8.059E-01
   4.600E+00  -7.900E+00  -3.700E+00   9.932E-01  -4.483E-01   8.256E-01
   4.600E+00  -7.800E+00  -3.600E+00   1.077E+00  -4.292E-01   8.457E-01
   4.600E+00  -7.700E+00  -3.500E+00   1.162E+00  -4.387E-01   8.663E-01
   4.600E+00  -7.600E+00  -3.400E+00   1.250E+00  -4.739E-01   8.861E-01
   4.600E+00  -7.500E+00  -3.300E+00   1.339E+00  -5.273E-01   9.038E-01
   4.600E+00  -7.400E+00  -3.200E+00   1.431E+00  -5.941E-01   9.194E-01
   4.600E+00  -7.300E+00  -3.100E+00   1.523E+00  -6.695E-01   9.328E-01
   4.600E+00  -7.200E+00  -3.000E+00   1.617E+00  -7.487E-01   9.442E-01
   4.600E+00  -7.100E+00  -2.900E+00   1.712E+00  -8.326E-01   9.551E-01
   4.600E+00  -7.000E+00  -2.800E+00   1.808E+00  -9.252E-01   9.671E-01
   4.600E+00  -6.900E+00  -2.700E+00   1.906E+00  -1.027E+00   9.802E-01
   4.600E+00  -6.800E+00  -2.600E+00   2.004E+00  -1.137E+00   9.944E-01
   4.600E+00  -6.700E+00  -2.500E+00   2.104E+00  -1.256E+00   1.010E+00
   4.600E+00  -6.600E+00  -2.400E+00   2.206E+00  -1.377E+00   1.024E+00
   4.600E+00  -6.500E+00  -2.300E+00   2.309E+00  -1.494E+00   1.037E+00
   4.600E+00  -6.400E+00  -2.200E+00   2.413E+00  -1.604E+00   1.046E+00
   4.600E+00  -6.300E+00  -2.100E+00   2.518E+00  -1.704E+00   1.053E+00
   4.600E+00  -6.200E+00  -2.000E+00   2.624E+00  -1.791E+00   1.058E+00
   4.600E+00  -6.100E+00  -1.900E+00   2.730E+00  -1.867E+00   1.061E+00
   4.600E+00  -6.000E+00  -1.800E+00   2.836E+00  -1.934E+00   1.064E+00
   4.600E+00  -5.900E+00  -1.700E+00   2.943E+00  -1.992E+00   1.066E+00
   4.600E+00  -5.800E+00  -1.600E+00   3.049E+00  -2.042E+00   1.068E+00
   4.600E+00  -5.700E+00  -1.500E+00   3.156E+00  -2.083E+00   1.069E+00
   4.600E+00  -5.600E+00  -1.400E+00   3.263E+00  -2.115E+00   1.070E+00
   4.600E+00  -5.500E+00  -1.300E+00   3.370E+00  -2.136E+00   1.069E+00
   4.600E+00  -5.400E+00  -1.200E+00   3.477E+00  -2.149E+00   1.067E+00
   4.600E+00  -5.300E+00  -1.100E+00   3.583E+00  -2.156E+00   1.063E+00
   4.600E+00  -5.200E+00  -1.000E+00   3.689E+00  -2.159E+00   1.057E+00
   4.600E+00  -5.100E+00  -9.000E-01   3.795E+00  -2.157E+00   1.049E+00
   4.700E+00  -1.000E+01  -6.100E+00  -3.029E-01  -6.236E-01   1.577E-01
   4.700E+00  -9.900E+00  -6.000E+00  -2.860E-01  -7.453E-01   1.808E-01
   4.700E+00  -9.800E+00  -5.900E+00  -2.667E-01  -8.805E-01   2.068E-01
   4.700E+00  -9.700E+00  -5.800E+00  -2.446E-01  -1.028E+00   2.357E-01
   4.700E+00  -9.600E+00  -5.700E+00  -2.194E-01  -1.185E+00   2.675E-01
   4.700E+00  -9.500E+00  -5.600E+00  -1.910E-01  -1.350E+00   3.022E-01
   4.700E+00  -9.400E+00  -5.500E+00  -1.589E-01  -1.522E+00   3.398E-01
   4.700E+00  -9.300E+00  -5.400E+00  -1.229E-01  -1.694E+00   3.791E-01
   4.700E+00  -9.200E+00  -5.300E+00  -8.306E-02  -1.861E+00   4.188E-01
   4.700E+00  -9.100E+00  -5.200E+00  -3.917E-02  -2.023E+00   4.591E-01
   4.700E+00  -9.000E+00  -5.100E+00   8.774E-03  -2.178E+00   4.998E-01
   4.700E+00  -8.900E+00  -5.000E+00   6.081E-02  -2.324E+00   5.411E-01
